,pubchem,rt,rt_group
17589,30849567,1038.8,5
48386,53131119,1267.0,5
34986,50846057,1179.7,5
44778,53097972,1129.2,5
17111,27374375,1036.1,5
24729,46392915,1189.5,5
49232,53135168,1023.6,5
53655,53153656,1124.2,5
26512,49663214,1064.4,5
27567,49668481,1095.4,5
5611,4332683,1254.3,5
26242,49661601,1151.4,5
48744,53132841,1150.0,5
50803,53142050,987.1,5
12514,20877209,1200.1,5
50834,53142168,1078.6,5
52567,53147428,1165.7,5
26316,49661982,1129.8,5
50585,53141038,1064.0,5
71595,91889266,1109.1,5
28892,49727860,1118.7,5
36768,53008209,1064.4,5
52472,53147297,1073.3,5
76045,110196679,981.6,5
8147,9123354,1034.7,5
41295,53052109,988.3,5
58620,53173144,1327.2,5
43402,53083579,985.8,5
17114,27374962,1058.0,5
15516,22433340,1196.9,5
24739,46393025,1107.0,5
8457,11238823,987.7,5
57727,53171447,1020.6,5
5113,3697601,1004.6,5
24602,46392266,1095.7,5
15086,20995531,1011.5,5
49106,53134319,1150.7,5
44764,53097958,1063.8,5
73141,91906684,1287.2,5
51042,53142763,1238.3,5
18674,42582863,1280.8,5
71063,91887200,1027.2,5
34062,50840796,985.2,5
9747,16476400,1112.8,5
17657,30850000,1172.0,5
20252,45500769,980.1,5
14401,20960823,1122.2,5
45140,53100971,1139.7,5
72249,91904622,1127.2,5
34341,50842899,1125.8,5
27863,49673111,1047.3,5
15216,20997521,1003.9,5
61487,53182757,1011.2,5
19646,44116613,1060.0,5
24712,46392862,1236.7,5
53906,53155455,994.3,5
40610,53040884,1027.6,5
34484,50843495,993.1,5
17552,30849354,1123.6,5
67405,71836176,1025.2,5
48400,53131134,1148.1,5
38946,53021785,997.6,5
47556,53122743,1118.9,5
73113,91906589,1024.5,5
63136,53189884,1067.1,5
50008,53138455,1050.8,5
15016,20995454,1004.4,5
27908,49673157,1026.2,5
24738,46393020,1188.7,5
66052,54727096,1209.9,5
13228,20912397,1004.7,5
48034,53127129,1156.6,5
42976,53075987,1001.1,5
33426,50838650,1067.7,5
7670,7338129,983.8,5
72681,91905607,1000.4,5
14896,20974920,984.7,5
41958,53064634,1013.5,5
52351,53147047,1020.3,5
17628,30849920,1211.2,5
53687,53153693,1193.9,5
33300,50838056,1194.4,5
38736,53019132,1151.6,5
1482,331807,1071.4,5
31607,50820473,1003.4,5
5666,4410415,1187.4,5
37433,53014199,1100.6,5
73199,91906754,989.5,5
22351,46324896,1002.3,5
46720,53117116,978.3,5
2495,959030,1040.9,5
20360,45501591,1017.7,5
58865,53173675,987.8,5
25257,46741115,1234.4,5
40842,53042992,1042.8,5
79851,124072301,1071.5,5
18122,39866188,1278.5,5
63598,53193149,1111.5,5
29534,50752839,1284.2,5
57012,53168181,1077.9,5
8156,9123573,993.5,5
22725,46340176,1011.6,5
41315,53052138,1225.5,5
43151,53078589,982.8,5
38891,53020391,994.9,5
2710,1113754,1234.6,5
74894,91917170,1253.2,5
28087,49674235,1177.9,5
47059,53118208,1159.8,5
39504,53032195,1302.8,5
33266,50837596,1228.6,5
25283,46883536,1031.8,5
56860,53167296,1068.3,5
25118,46396882,1205.1,5
63139,53189890,1009.2,5
48446,53131183,1096.1,5
59145,53174151,1252.4,5
44835,53098030,1117.4,5
27925,49673186,1020.0,5
4967,3530694,1030.9,5
33580,50839124,1063.3,5
72240,91904612,1050.3,5
33867,50840133,1196.4,5
12745,20896550,992.5,5
33335,50838158,998.0,5
52480,53147309,1183.9,5
35378,50848456,1003.5,5
73103,91906579,1082.9,5
40025,53037748,1116.0,5
64509,53200844,1071.6,5
32701,50834003,1072.0,5
32741,50834175,1114.2,5
47627,53123183,1148.6,5
19730,44117721,1109.6,5
64443,53200486,1054.9,5
52667,53147787,1043.4,5
31581,50819353,1164.1,5
28871,49717069,987.1,5
24139,46390148,981.4,5
9665,16461840,1268.6,5
23971,46387847,1094.9,5
17103,27374306,1094.0,5
17038,26843634,1039.7,5
23315,46359937,1118.3,5
42055,53065298,1209.8,5
76076,110196742,979.1,5
2665,1091386,1015.4,5
27935,49673276,1101.2,5
58870,53173681,1112.2,5
28684,49682533,997.8,5
50560,53141001,1135.1,5
41328,53052198,1069.5,5
17625,30849861,1106.0,5
50125,53138929,1177.5,5
74317,91915185,1041.6,5
46367,53113917,1071.2,5
33670,50839392,1185.9,5
59203,53174210,996.5,5
11303,17325318,1148.1,5
49560,53136688,1095.5,5
16809,25282909,1003.2,5
50675,53141140,1044.6,5
41997,53065150,1020.8,5
39667,53035278,1048.8,5
50875,53142262,1089.4,5
12909,20907407,1097.8,5
12479,20877102,1277.7,5
5944,4723697,986.8,5
60216,53178695,1093.0,5
69283,75527911,1162.7,5
24953,46394733,1030.9,5
53661,53153664,1065.9,5
5703,4448987,1192.7,5
32364,50829512,1172.8,5
52345,53147017,1014.5,5
33293,50838024,1225.2,5
19664,44117023,1032.9,5
3161,1626148,1303.2,5
33804,50839923,1071.5,5
65866,53211006,1120.9,5
13976,20947851,1010.3,5
58862,53173670,1098.2,5
41570,53055247,1010.1,5
2752,1175885,1275.3,5
10362,16876644,987.9,5
41025,53045335,1008.0,5
72631,91905538,1092.6,5
15919,22576631,1002.5,5
33434,50838697,1006.6,5
50724,53141202,1290.0,5
19018,43920158,996.3,5
65939,54726869,1000.1,5
29361,50750082,1155.1,5
44143,53088571,996.5,5
18160,39867522,1217.2,5
55577,53162789,1032.3,5
32029,50827990,982.1,5
66055,54727099,1282.1,5
48244,53130140,1124.9,5
54626,53157216,1164.6,5
11685,18560487,1006.2,5
5890,4688220,1006.3,5
29801,50759448,1063.1,5
58872,53173686,1131.4,5
63138,53189886,1047.3,5
57270,53169471,1031.5,5
39349,53031170,994.5,5
49757,53137703,1127.4,5
50830,53142160,1014.9,5
42027,53065234,1048.3,5
43081,53077322,994.7,5
13894,20943768,1100.3,5
18157,39867458,1240.4,5
5253,3939930,1147.9,5
50055,53138509,1197.1,5
33702,50839488,1144.0,5
661,109265,1133.0,5
32251,50829002,984.2,5
49123,53134387,1323.5,5
26282,49661904,1311.9,5
48226,53129995,1188.5,5
53637,53153637,1064.7,5
58509,53173011,1093.4,5
54712,53157891,1129.2,5
48005,53127084,1072.1,5
77821,124039867,1021.9,5
1977,704599,1038.6,5
35222,50847857,1061.2,5
48382,53131115,1139.4,5
55329,53161257,991.2,5
24641,46392344,1258.3,5
50717,53141192,1290.0,5
31499,50812759,1182.1,5
10750,16955980,1022.0,5
50211,53139244,1180.5,5
66010,54726980,1280.8,5
42546,53070169,1287.2,5
12478,20877100,1323.4,5
19049,43922207,1019.5,5
52563,53147423,997.5,5
61135,53181989,1191.3,5
34298,50842684,1095.0,5
45731,53106279,1001.1,5
19685,44117553,1166.9,5
13657,20928068,1168.3,5
12476,20877088,1344.2,5
25699,49659221,1142.4,5
71696,91889446,1251.4,5
24910,46394474,998.6,5
30694,50791141,1082.1,5
41412,53054347,996.8,5
31494,50812740,1023.3,5
52326,53146984,1156.7,5
11372,17541210,1046.3,5
38837,53020027,1069.7,5
44843,53098038,1146.6,5
21138,46010292,995.9,5
66042,54727065,1205.6,5
26729,49665125,1011.1,5
32806,50834453,1312.3,5
34553,50843816,1354.9,5
63608,53193181,1114.8,5
25651,49659153,1031.3,5
19477,44090616,1037.6,5
58490,53172988,1032.2,5
27918,49673167,1330.9,5
38442,53017862,1076.6,5
53614,53153612,1090.9,5
25595,49658739,1352.7,5
47707,53123958,1137.1,5
45019,53098405,1000.9,5
33207,50837251,1041.6,5
25101,46396846,1012.6,5
20735,45545897,1059.9,5
33045,50835946,1051.7,5
25712,49659294,1019.3,5
71622,91889346,1123.5,5
53538,53153522,1005.9,5
52460,53147284,983.4,5
9622,16453659,1007.6,5
65554,53206276,1405.5,5
26499,49663192,1040.5,5
15401,22425177,1104.8,5
63987,53195200,1194.1,5
58426,53172906,1056.8,5
50693,53141160,1283.3,5
59489,53175372,1105.7,5
70291,87051989,1068.6,5
29106,49816568,1077.2,5
28100,49674295,1174.8,5
22736,46340203,1028.2,5
23081,46350229,986.8,5
19729,44117720,1044.4,5
26538,49663519,1059.8,5
40996,53045271,1316.7,5
26091,49661114,1087.4,5
16442,23612349,998.3,5
9745,16475949,1080.0,5
58075,53172008,1106.2,5
58841,53173646,1025.5,5
14927,20995351,1055.8,5
71683,91889428,1214.7,5
3428,2137764,1146.4,5
1003,240168,1159.3,5
37654,53014786,1021.3,5
17587,30849561,990.0,5
29558,50752906,1395.9,5
15221,20997526,1080.3,5
12956,20909276,979.6,5
65512,53206222,1241.7,5
19965,45143509,986.8,5
46570,53114626,996.3,5
49713,53137096,1002.7,5
47563,53122753,984.9,5
18723,42651359,1033.4,5
39576,53032334,1111.5,5
52585,53147451,1091.4,5
15365,22422554,1281.3,5
27031,49666868,1042.8,5
50701,53141170,1225.6,5
58641,53173168,1058.1,5
33717,50839560,1296.8,5
43365,53082026,1045.4,5
8032,7830006,991.8,5
17532,30849138,1010.8,5
46667,53116227,1119.8,5
33655,50839341,1218.6,5
12509,20877196,1162.8,5
39598,53032475,1074.5,5
59807,53176373,1013.4,5
32025,50827502,1154.3,5
40574,53040825,984.9,5
28048,49673856,1205.1,5
34602,50843997,1099.6,5
12733,20896252,1371.8,5
29454,50752470,1307.3,5
48276,53130604,1181.2,5
36943,53010292,1062.1,5
65509,53206218,1337.6,5
55412,53161859,998.6,5
50004,53138451,1287.2,5
43155,53078669,1154.9,5
34670,50844260,1189.7,5
26405,49662395,1249.0,5
58428,53172909,1045.4,5
26582,49664010,998.0,5
43014,53076042,995.1,5
38644,53018996,1181.3,5
74998,91918358,1058.7,5
59188,53174194,984.8,5
53603,53153600,1122.9,5
79208,124048450,1101.8,5
58251,53172590,985.2,5
7105,6620999,1304.7,5
30723,50791519,1084.3,5
11304,17349319,1039.8,5
19753,44117821,1343.4,5
54633,53157232,1153.8,5
42975,53075985,1041.9,5
68440,71840514,1008.2,5
53960,53155588,1084.3,5
66419,56764842,1007.4,5
50133,53138938,1043.6,5
26112,49661145,1336.7,5
29959,50772737,991.2,5
52340,53147006,1210.3,5
37440,53014216,1057.3,5
33744,50839672,983.1,5
53732,53153745,1204.4,5
26072,49661015,1170.1,5
53653,53153654,1083.4,5
14594,20965972,1123.6,5
52481,53147311,1163.8,5
10747,16955977,1047.8,5
50148,53138988,1027.4,5
64399,53200348,1377.8,5
7028,6603792,1032.8,5
36502,53005336,1089.8,5
40612,53040890,1236.6,5
15093,20995539,1036.6,5
25719,49659302,1088.0,5
33686,50839431,1182.9,5
50114,53138584,1239.5,5
53698,53153704,1009.4,5
33873,50840148,1301.8,5
33410,50838543,1297.6,5
35147,50847507,1113.3,5
46266,53112592,1097.9,5
50684,53141151,1126.2,5
58849,53173655,1169.3,5
29387,50751425,997.8,5
59222,53174232,1222.8,5
26954,49666628,1257.8,5
74888,91917158,1186.0,5
53525,53153505,1076.2,5
66393,56764586,1041.7,5
26310,49661975,999.5,5
34508,50843609,1059.2,5
50586,53141039,1206.9,5
8882,16011727,1212.2,5
27988,49673412,1050.1,5
27048,49666887,1017.3,5
24907,46394471,1150.1,5
24663,46392380,1197.0,5
7455,7200833,1135.6,5
58408,53172888,1044.7,5
46817,53117343,1042.9,5
9755,16478645,1098.4,5
8079,8072954,989.7,5
30711,50791366,1052.9,5
53936,53155512,997.5,5
46669,53116229,1118.4,5
72594,91905492,1018.7,5
40821,53042966,1047.4,5
35764,51369474,979.2,5
2574,991132,1003.4,5
14112,20952508,1122.3,5
33353,50838217,1230.3,5
25067,46396361,1267.5,5
12497,20877155,1105.6,5
27905,49673154,985.1,5
33441,50838733,1324.8,5
48049,53127155,1320.4,5
63992,53195214,1056.2,5
8337,9936489,1128.5,5
52493,53147330,1307.5,5
18776,42674404,1080.7,5
19553,44096451,983.3,5
18147,39867028,1257.1,5
53527,53153511,1019.3,5
65988,54726952,1247.9,5
26200,49661465,996.3,5
72625,91905530,1141.2,5
50220,53139265,1271.0,5
33723,50839578,1265.4,5
49980,53138423,1113.8,5
69246,75527829,984.6,5
21402,46265178,1397.9,5
33992,50840566,1042.5,5
25113,46396868,1006.0,5
40829,53042975,1013.1,5
43798,53086061,1038.9,5
53683,53153688,1213.2,5
51444,53144150,1039.8,5
26227,49661551,1107.5,5
46254,53112554,1043.1,5
22253,46297861,980.5,5
18809,42679818,1052.3,5
12721,20895238,1006.6,5
29544,50752864,1382.4,5
71675,91889418,1128.5,5
46272,53112612,1285.5,5
53945,53155524,986.8,5
50196,53139216,1109.7,5
16612,24663707,1094.4,5
10719,16955923,1033.8,5
77237,124037736,1041.2,5
33975,50840526,1203.1,5
21398,46265153,1275.7,5
13203,20912365,1052.7,5
19515,44095575,1312.0,5
59178,53174184,1023.5,5
33567,50839081,1218.3,5
33165,50837133,1000.8,5
78665,124044931,1292.8,5
20310,45500848,1227.6,5
33904,50840222,1226.9,5
50041,53138493,1115.5,5
66110,54734562,1307.2,5
45414,53103217,1044.2,5
60385,53179042,1133.6,5
44752,53097946,1060.6,5
33556,50839057,1313.8,5
76074,110196738,1010.9,5
23651,46380540,1180.1,5
48200,53129846,1123.6,5
73106,91906582,1164.8,5
25110,46396861,1100.5,5
23967,46387798,1122.2,5
35090,50847025,1311.9,5
16781,25252164,991.5,5
1566,360924,1020.4,5
32999,50835543,1089.4,5
60728,53179874,990.6,5
58965,53173848,1014.0,5
16319,23604763,1351.7,5
33392,50838434,1119.9,5
27256,49667406,1057.6,5
63999,53195296,1287.3,5
2108,740258,1091.0,5
72788,91905796,1183.1,5
25139,46396922,1321.7,5
35325,50848279,1029.1,5
27502,49668081,1078.5,5
15025,20995463,990.3,5
5027,3590726,1173.9,5
29452,50752468,1160.8,5
32683,50833929,1011.4,5
74920,91917210,1193.3,5
50145,53138981,1048.8,5
45163,53100998,1352.9,5
8921,16016146,1407.1,5
45008,53098390,998.0,5
66109,54734554,1348.4,5
33002,50835561,1113.7,5
34970,50845950,1136.9,5
6148,5040429,1308.0,5
59674,53175905,1052.5,5
40143,53039379,1013.6,5
21551,46275634,999.9,5
29490,50752665,1239.8,5
32789,50834364,1011.0,5
58850,53173656,1073.2,5
14532,20963220,1211.1,5
46108,53110502,1034.4,5
39669,53035298,1121.2,5
48391,53131124,1097.5,5
19053,43922842,1015.6,5
29154,50741283,1320.9,5
59184,53174190,1020.0,5
16993,25882724,1118.7,5
19051,43922348,981.7,5
43079,53077312,1017.5,5
50035,53138486,1211.3,5
6220,5091275,1187.7,5
2615,1048730,1193.4,5
42067,53065337,991.4,5
65946,54726877,1249.5,5
32678,50833917,1117.3,5
48423,53131158,1187.4,5
58818,53173616,1047.2,5
24850,46393707,1271.1,5
2840,1232684,1250.1,5
45205,53101072,1047.0,5
32324,50829144,1103.7,5
32422,50831062,1072.7,5
2112,740984,1178.2,5
32295,50829088,1064.3,5
46859,53117393,1040.1,5
6689,5774635,1000.2,5
66715,71686945,979.8,5
72958,91906135,983.1,5
50538,53140965,1070.4,5
25603,49658747,1212.6,5
41221,53050141,1183.9,5
23088,46350261,1128.6,5
65789,53208288,1055.9,5
38689,53019062,999.4,5
40852,53043004,1110.1,5
5276,3976006,996.7,5
30291,50786504,984.4,5
19545,44096433,1032.3,5
60243,53178744,1114.4,5
54765,53157981,1070.9,5
50570,53141015,1171.4,5
53621,53153620,1196.7,5
51137,53143176,993.0,5
50605,53141063,1066.1,5
53640,53153640,1096.4,5
33857,50840102,1285.3,5
25155,46396943,1215.7,5
40241,53039528,1066.6,5
49978,53138421,1041.1,5
46263,53112584,1105.7,5
50208,53139240,1056.6,5
66008,54726978,1252.0,5
32880,50835047,1088.1,5
54647,53157277,1119.5,5
3420,2133996,1106.4,5
48042,53127142,1293.5,5
13067,20910737,1246.6,5
8561,11957530,1183.7,5
36871,53009710,981.8,5
29581,50753819,1038.2,5
17307,28246822,1195.9,5
50261,53139334,1217.3,5
73236,91906843,983.7,5
36749,53008165,1003.4,5
50569,53141014,1015.7,5
32965,50835276,1216.8,5
16477,23902994,1045.6,5
41308,53052130,1173.3,5
71657,91889396,1271.6,5
33427,50838651,1304.8,5
38655,53019007,1093.9,5
56237,53165224,1117.4,5
46244,53112529,1147.9,5
46365,53113915,1233.4,5
73147,91906690,1047.0,5
24696,46392788,1281.4,5
69307,75527949,1092.4,5
50526,53140950,1122.2,5
28000,49673507,1180.0,5
46800,53117321,982.7,5
11674,18559756,1006.6,5
50612,53141071,1274.2,5
36401,53004591,1034.7,5
3450,2145579,1263.1,5
33573,50839089,1260.8,5
47951,53126988,1003.8,5
46338,53113668,1058.5,5
40985,53045251,1263.6,5
19619,44097598,1113.8,5
5230,3909808,1003.0,5
5039,3610662,1219.8,5
43787,53086009,1028.9,5
72784,91905790,1224.5,5
65519,53206229,1299.4,5
6989,6493833,1041.2,5
9841,16489534,1059.2,5
33517,50838973,1361.2,5
2169,754739,1024.8,5
11310,17371818,1065.4,5
58573,53173089,1049.3,5
44780,53097974,1203.5,5
29067,49809080,1096.7,5
78067,124040572,1117.9,5
33664,50839369,1213.5,5
40509,53040648,1195.9,5
46680,53116303,1082.3,5
5812,4584161,1163.4,5
63144,53189897,1007.0,5
6215,5086843,1065.2,5
46842,53117370,1112.9,5
48309,53130762,1132.1,5
52478,53147306,1150.3,5
52482,53147312,1047.4,5
57512,53169953,1035.2,5
55833,53163688,1282.5,5
